"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"13667","NORFOLK, NY",,"G",237,"G",1939,"G",8154,29,"NORFOLK","NY","SAINT LAWRENCE"
"13668","NORWOOD, NY",,"G",388,"G",2732,"G",12231,53,"NORWOOD","NY","SAINT LAWRENCE"
"13669","OGDENSBURG, NY",,"G",4704,"G",44862,"G",190267,302,"OGDENSBURG","NY","SAINT LAWRENCE"
"13670","OSWEGATCHIE, NY","A","D",0,"D",0,"D",0,5,"OSWEGATCHIE","NY","SAINT LAWRENCE"
"13671","OXBOW, NY","A","D",0,"D",0,"D",0,1,"OXBOW","NY","JEFFERSON"
"13672","PARISHVILLE, NY",,"G",38,"G",141,"G",614,10,"PARISHVILLE","NY","SAINT LAWRENCE"
"13673","PHILADELPHIA, NY",,"G",120,"G",1333,"G",5654,22,"PHILADELPHIA","NY","JEFFERSON"
"13674","PIERREPONT MANOR, NY","B","D",0,"D",0,"D",0,4,"PIERREPONT MANOR","NY","JEFFERSON"
"13675","PLESSIS, NY","A","S",0,"G",78,"G",323,4,"PLESSIS","NY","JEFFERSON"
"13676","POTSDAM, NY",,"G",4968,"G",38878,"G",165426,323,"POTSDAM","NY","SAINT LAWRENCE"
"13678","RAYMONDVILLE, NY",,"G",5,"G",16,"G",56,3,"RAYMONDVILLE","NY","SAINT LAWRENCE"
"13679","REDWOOD, NY",,"G",55,"G",349,"G",1917,22,"REDWOOD","NY","JEFFERSON"
"13680","RENSSELAER FALLS, NY","B","D",0,"D",0,"D",0,6,"RENSSELAER FALLS","NY","SAINT LAWRENCE"
"13681","RICHVILLE, NY","A","S",0,"G",28,"G",90,6,"RICHVILLE","NY","SAINT LAWRENCE"
"13682","RODMAN, NY","A","S",0,"S",0,"G",170,7,"RODMAN","NY","JEFFERSON"
"13683","ROOSEVELTOWN, NY","B","D",0,"D",0,"D",0,4,"ROOSEVELTOWN","NY","SAINT LAWRENCE"
"13684","RUSSELL, NY",,"G",15,"G",88,"H",653,8,"RUSSELL","NY","SAINT LAWRENCE"
"13685","SACKETS HARBOR, NY",,"G",541,"G",6141,"G",21657,37,"SACKETS HARBOR","NY","JEFFERSON"
"13687","SOUTH COLTON, NY","B","S",0,"G",217,"G",849,8,"SOUTH COLTON","NY","SAINT LAWRENCE"
"13690","STAR LAKE, NY","C","S",0,"S",0,"H",5569,17,"STAR LAKE","NY","SAINT LAWRENCE"
"13691","THERESA, NY","C","S",0,"H",921,"H",4962,35,"THERESA","NY","JEFFERSON"
"13692","THOUSAND ISLAND PARK, NY",,"G",30,"H",227,"H",1191,8,"THOUSAND ISLAND PARK","NY","JEFFERSON"
"13693","THREE MILE BAY, NY","A","D",0,"D",0,"D",0,7,"THREE MILE BAY","NY","JEFFERSON"
"13694","WADDINGTON, NY",,"G",215,"G",1612,"G",5886,29,"WADDINGTON","NY","SAINT LAWRENCE"
"13695","WANAKENA, NY",,"G",5,"G",6,"H",23,3,"WANAKENA","NY","SAINT LAWRENCE"
"13696","WEST STOCKHOLM, NY",,"G",4,"G",37,"G",243,6,"WEST STOCKHOLM","NY","SAINT LAWRENCE"
"13697","WINTHROP, NY",,"H",79,"H",363,"H",1824,21,"WINTHROP","NY","SAINT LAWRENCE"
"13699","POTSDAM, NY","G","D",0,"D",0,"D",0,4,"POTSDAM","NY","SAINT LAWRENCE"
"13730","AFTON, NY",,"H",655,"H",4562,"H",22046,45,"AFTON","NY","CHENANGO"
"13731","ANDES, NY",,"G",65,"G",318,"G",1788,29,"ANDES","NY","DELAWARE"
"13732","APALACHIN, NY",,"H",911,"H",5254,"H",25554,106,"APALACHIN","NY","TIOGA"
"13733","BAINBRIDGE, NY",,"G",446,"G",2610,"G",11844,84,"BAINBRIDGE","NY","CHENANGO"
"13734","BARTON, NY","B","S",0,"H",198,"G",804,11,"BARTON","NY","TIOGA"
"13736","BERKSHIRE, NY",,"G",64,"G",500,"G",2396,18,"BERKSHIRE","NY","TIOGA"
"13738","BLODGETT MILLS, NY","A","D",0,"D",0,"D",0,1,"BLODGETT MILLS","NY","CORTLAND"
"13739","BLOOMVILLE, NY",,"G",20,"G",105,"H",867,10,"BLOOMVILLE","NY","DELAWARE"
"13740","BOVINA CENTER, NY","B","D",0,"D",0,"D",0,16,"BOVINA CENTER","NY","DELAWARE"
"13743","CANDOR, NY","E","D",0,"D",0,"D",0,43,"CANDOR","NY","TIOGA"
"13744","CASTLE CREEK, NY","A","D",0,"D",0,"D",0,5,"CASTLE CREEK","NY","BROOME"
"13745","CHENANGO BRIDGE, NY",,"G",178,"G",1143,"G",4675,12,"CHENANGO BRIDGE","NY","BROOME"
"13746","CHENANGO FORKS, NY",,"G",159,"G",1150,"G",4505,32,"CHENANGO FORKS","NY","BROOME"
"13747","COLLIERSVILLE, NY","C","D",0,"D",0,"D",0,4,"COLLIERSVILLE","NY","OTSEGO"
"13748","CONKLIN, NY",,"G",2380,"G",28414,"G",114932,71,"CONKLIN","NY","BROOME"
"13750","DAVENPORT, NY","B","D",0,"D",0,"D",0,10,"DAVENPORT","NY","DELAWARE"
"13751","DAVENPORT CENTER, NY","B","D",0,"D",0,"D",0,5,"DAVENPORT CENTER","NY","DELAWARE"
"13752","DELANCEY, NY",,"G",6,"G",15,"G",126,4,"DELANCEY","NY","DELAWARE"
"13753","DELHI, NY",,"G",1830,"G",15449,"G",66874,158,"DELHI","NY","DELAWARE"
"13754","DEPOSIT, NY",,"G",694,"G",4883,"G",22452,84,"DEPOSIT","NY","BROOME"
"13755","DOWNSVILLE, NY",,"G",74,"G",361,"G",1727,26,"DOWNSVILLE","NY","DELAWARE"
"13756","EAST BRANCH, NY",,"G",46,"G",410,"G",1750,11,"EAST BRANCH","NY","DELAWARE"
"13757","EAST MEREDITH, NY",,"G",31,"S",0,"H",968,9,"EAST MEREDITH","NY","DELAWARE"
"13760","ENDICOTT, NY",,"G",12436,"G",140300,"G",530938,802,"ENDICOTT","NY","BROOME"
"13761","ENDICOTT, NY","B","S",0,"H",205,"H",745,4,"ENDICOTT","NY","BROOME"
"13762","ENDWELL, NY","A","D",0,"D",0,"D",0,1,"ENDWELL","NY","BROOME"
"13763","ENDICOTT, NY","B","D",0,"D",0,"D",0,1,"ENDICOTT","NY","BROOME"
"13774","FISHS EDDY, NY","B","S",0,"H",256,"H",972,3,"FISHS EDDY","NY","DELAWARE"
"13775","FRANKLIN, NY",,"G",72,"G",385,"G",1556,23,"FRANKLIN","NY","DELAWARE"
"13776","GILBERTSVILLE, NY",,"G",21,"G",63,"G",303,12,"GILBERTSVILLE","NY","OTSEGO"
"13777","GLEN AUBREY, NY",,"G",12,"G",58,"G",249,5,"GLEN AUBREY","NY","BROOME"
"13778","GREENE, NY","G","D",0,"D",0,"D",0,130,"GREENE","NY","CHENANGO"
"13780","GUILFORD, NY",,"G",24,"G",159,"G",566,7,"GUILFORD","NY","CHENANGO"
"13782","HAMDEN, NY",,"G",158,"G",1293,"G",4878,12,"HAMDEN","NY","DELAWARE"
"13783","HANCOCK, NY",,"G",512,"G",3115,"G",14564,66,"HANCOCK","NY","DELAWARE"
"13784","HARFORD, NY",,"G",17,"G",207,"G",943,6,"HARFORD","NY","CORTLAND"
"13786","HARPERSFIELD, NY","A","S",0,"G",99,"G",585,5,"HARPERSFIELD","NY","DELAWARE"
"13787","HARPURSVILLE, NY",,"G",120,"G",656,"G",3322,33,"HARPURSVILLE","NY","BROOME"
"13788","HOBART, NY","F","D",0,"D",0,"D",0,28,"HOBART","NY","DELAWARE"
"13790","JOHNSON CITY, NY",,"H",11893,"H",97628,"H",390919,561,"JOHNSON CITY","NY","BROOME"
"13794","KILLAWOG, NY",,"G",5,"S",0,"H",131,3,"KILLAWOG","NY","BROOME"
"13795","KIRKWOOD, NY",,"G",1667,"G",14246,"G",60223,58,"KIRKWOOD","NY","BROOME"
"13796","LAURENS, NY",,"H",70,"H",426,"H",1837,15,"LAURENS","NY","OTSEGO"
"13797","LISLE, NY",,"G",37,"G",258,"G",1207,20,"LISLE","NY","BROOME"
"13801","MC DONOUGH, NY",,"G",12,"G",102,"G",635,9,"MC DONOUGH","NY","CHENANGO"
"13802","MAINE, NY",,"G",107,"G",391,"G",1760,18,"MAINE","NY","BROOME"
"13803","MARATHON, NY",,"G",558,"G",3635,"G",15211,52,"MARATHON","NY","CORTLAND"
"13804","MASONVILLE, NY",,"H",38,"G",303,"G",1693,11,"MASONVILLE","NY","DELAWARE"
"13807","MILFORD, NY",,"H",250,"S",0,"H",8250,38,"MILFORD","NY","OTSEGO"
"13808","MORRIS, NY",,"H",138,"H",633,"H",3093,31,"MORRIS","NY","OTSEGO"
"13809","MOUNT UPTON, NY","B","D",0,"D",0,"D",0,12,"MOUNT UPTON","NY","CHENANGO"
"13810","MOUNT VISION, NY","A","D",0,"D",0,"D",0,8,"MOUNT VISION","NY","OTSEGO"
"13811","NEWARK VALLEY, NY",,"G",227,"G",1341,"G",5725,53,"NEWARK VALLEY","NY","TIOGA"
"13812","NICHOLS, NY",,"G",775,"G",5445,"G",23189,43,"NICHOLS","NY","TIOGA"
"13813","NINEVEH, NY",,"G",136,"G",1075,"G",6145,17,"NINEVEH","NY","BROOME"
"13814","NORTH NORWICH, NY","B","S",0,"S",0,"H",1326,9,"NORTH NORWICH","NY","CHENANGO"
"13815","NORWICH, NY",,"G",7260,"G",72491,"G",295111,369,"NORWICH","NY","CHENANGO"
"13820","ONEONTA, NY",,"G",11195,"G",79764,"G",327587,698,"ONEONTA","NY","OTSEGO"
"13825","OTEGO, NY","C","S",0,"H",835,"H",3774,42,"OTEGO","NY","OTSEGO"
"13826","OUAQUAGA, NY","A","D",0,"D",0,"D",0,1,"OUAQUAGA","NY","BROOME"
"13827","OWEGO, NY","I","D",0,"D",0,"D",0,320,"OWEGO","NY","TIOGA"
"13830","OXFORD, NY",,"G",318,"G",1817,"G",7795,63,"OXFORD","NY","CHENANGO"
"13832","PLYMOUTH, NY","A","S",0,"G",20,"G",91,4,"PLYMOUTH","NY","CHENANGO"
"13833","PORT CRANE, NY",,"H",216,"H",1179,"H",5135,35,"PORT CRANE","NY","BROOME"
"13834","PORTLANDVILLE, NY","B","D",0,"D",0,"D",0,1,"PORTLANDVILLE","NY","OTSEGO"
"13835","RICHFORD, NY",,"G",34,"G",193,"G",879,13,"RICHFORD","NY","TIOGA"
"13838","SIDNEY, NY",,"G",2996,"G",32430,"G",138422,140,"SIDNEY","NY","DELAWARE"
"13839","SIDNEY CENTER, NY","B","D",0,"D",0,"D",0,8,"SIDNEY CENTER","NY","DELAWARE"
"13840","SMITHBORO, NY","A","D",0,"D",0,"D",0,1,"SMITHBORO","NY","TIOGA"
"13841","SMITHVILLE FLATS, NY",,"G",16,"G",64,"G",377,6,"SMITHVILLE FLATS","NY","CHENANGO"
"13842","SOUTH KORTRIGHT, NY","B","D",0,"D",0,"D",0,6,"SOUTH KORTRIGHT","NY","DELAWARE"
"13843","SOUTH NEW BERLIN, NY",,"G",61,"G",528,"G",2450,20,"SOUTH NEW BERLIN","NY","CHENANGO"
"13844","SOUTH PLYMOUTH, NY",,"G",15,"G",126,"G",551,6,"SOUTH PLYMOUTH","NY","CHENANGO"
"13845","TIOGA CENTER, NY",,"G",26,"G",167,"G",618,6,"TIOGA CENTER","NY","TIOGA"
"13846","TREADWELL, NY","A","S",0,"G",68,"G",451,6,"TREADWELL","NY","DELAWARE"
"13847","TROUT CREEK, NY","B","D",0,"D",0,"D",0,3,"TROUT CREEK","NY","DELAWARE"
"13848","TUNNEL, NY","A","D",0,"D",0,"D",0,2,"TUNNEL","NY","BROOME"
"13849","UNADILLA, NY",,"G",260,"G",1751,"G",7244,56,"UNADILLA","NY","OTSEGO"
"13850","VESTAL, NY",,"G",12239,"G",92144,"G",370387,690,"VESTAL","NY","BROOME"
"13851","VESTAL, NY",,"G",90,"G",1474,"G",6252,11,"VESTAL","NY","BROOME"
"13856","WALTON, NY",,"G",1189,"G",9059,"G",36916,141,"WALTON","NY","DELAWARE"
"13859","WELLS BRIDGE, NY","A","D",0,"D",0,"D",0,1,"WELLS BRIDGE","NY","OTSEGO"
"13860","WEST DAVENPORT, NY","A","S",0,"S",0,"G",138,3,"WEST DAVENPORT","NY","DELAWARE"
"13861","WEST ONEONTA, NY",,"H",72,"G",529,"G",2154,13,"WEST ONEONTA","NY","OTSEGO"
"13862","WHITNEY POINT, NY",,"G",948,"H",7946,"H",34924,73,"WHITNEY POINT","NY","BROOME"
"13863","WILLET, NY","A","D",0,"D",0,"D",0,1,"WILLET","NY","CORTLAND"
"13864","WILLSEYVILLE, NY","A","S",0,"S",0,"G",251,4,"WILLSEYVILLE","NY","TIOGA"
"13865","WINDSOR, NY",,"G",353,"G",1940,"G",9149,76,"WINDSOR","NY","BROOME"
"13901","BINGHAMTON, NY",,"G",10110,"G",77273,"G",324838,630,"BINGHAMTON","NY","BROOME"
"13902","BINGHAMTON, NY",,"G",2445,"G",31182,"G",119973,51,"BINGHAMTON","NY","BROOME"
"13903","BINGHAMTON, NY",,"H",3956,"H",41998,"G",172899,288,"BINGHAMTON","NY","BROOME"
"13904","BINGHAMTON, NY",,"G",4789,"G",43193,"G",180997,225,"BINGHAMTON","NY","BROOME"
"13905","BINGHAMTON, NY",,"G",8098,"G",70527,"G",299817,549,"BINGHAMTON","NY","BROOME"
"14001","AKRON, NY",,"G",2636,"G",23862,"G",109792,181,"AKRON","NY","ERIE"
"14004","ALDEN, NY",,"G",1759,"G",13957,"G",67038,206,"ALDEN","NY","ERIE"
"14005","ALEXANDER, NY",,"G",145,"G",1005,"G",4462,24,"ALEXANDER","NY","GENESEE"
"14006","ANGOLA, NY",,"H",1190,"H",7939,"H",35098,135,"ANGOLA","NY","ERIE"
"14008","APPLETON, NY",,"G",54,"G",240,"G",965,13,"APPLETON","NY","NIAGARA"
"14009","ARCADE, NY",,"G",3021,"G",24966,"G",100592,150,"ARCADE","NY","WYOMING"
"14010","ATHOL SPRINGS, NY",,"G",130,"G",1188,"G",5030,6,"ATHOL SPRINGS","NY","ERIE"
"14011","ATTICA, NY",,"G",662,"G",3748,"G",15745,98,"ATTICA","NY","WYOMING"
"14012","BARKER, NY",,"G",308,"H",3597,"H",14246,21,"BARKER","NY","NIAGARA"
"14013","BASOM, NY",,"G",130,"G",706,"G",2579,18,"BASOM","NY","GENESEE"
"14020","BATAVIA, NY",,"G",10747,"G",85472,"G",355776,713,"BATAVIA","NY","GENESEE"
"14021","BATAVIA, NY",,"G",228,"G",2479,"G",11327,17,"BATAVIA","NY","GENESEE"
"14024","BLISS, NY",,"G",107,"H",596,"H",2574,18,"BLISS","NY","WYOMING"
"14025","BOSTON, NY",,"G",238,"G",1755,"G",7619,51,"BOSTON","NY","ERIE"
"14026","BOWMANSVILLE, NY",,"G",446,"G",3382,"G",16870,48,"BOWMANSVILLE","NY","ERIE"
"14027","BRANT, NY","C","D",0,"D",0,"D",0,9,"BRANT","NY","ERIE"
"14028","BURT, NY",,"H",159,"G",888,"G",4649,15,"BURT","NY","NIAGARA"
"14029","CENTERVILLE, NY","A","D",0,"D",0,"D",0,2,"CENTERVILLE","NY","ALLEGANY"
"14030","CHAFFEE, NY",,"G",479,"H",2970,"H",12878,47,"CHAFFEE","NY","ERIE"
"14031","CLARENCE, NY",,"G",4512,"G",52241,"G",192967,318,"CLARENCE","NY","ERIE"
"14032","CLARENCE CENTER, NY",,"G",983,"G",7288,"G",39080,170,"CLARENCE CENTER","NY","ERIE"
"14033","COLDEN, NY",,"G",196,"H",1300,"H",6427,54,"COLDEN","NY","ERIE"
"14034","COLLINS, NY",,"H",244,"H",1572,"H",10760,21,"COLLINS","NY","ERIE"
"14035","COLLINS CENTER, NY",,"G",8,"G",34,"G",121,4,"COLLINS CENTER","NY","ERIE"
"14036","CORFU, NY",,"G",661,"G",4598,"G",19763,76,"CORFU","NY","GENESEE"
"14037","COWLESVILLE, NY",,"G",104,"G",597,"G",3225,23,"COWLESVILLE","NY","WYOMING"
"14038","CRITTENDEN, NY","B","D",0,"D",0,"D",0,5,"CRITTENDEN","NY","ERIE"
"14039","DALE, NY","A","D",0,"D",0,"D",0,3,"DALE","NY","WYOMING"
"14040","DARIEN CENTER, NY",,"G",302,"G",2346,"G",15551,35,"DARIEN CENTER","NY","GENESEE"
"14041","DAYTON, NY","A","D",0,"D",0,"D",0,1,"DAYTON","NY","CATTARAUGUS"
"14042","DELEVAN, NY",,"G",288,"G",1514,"G",6912,47,"DELEVAN","NY","CATTARAUGUS"
"14043","DEPEW, NY",,"G",12870,"G",99135,"G",412874,676,"DEPEW","NY","ERIE"
"14047","DERBY, NY",,"G",1550,"G",8821,"G",35172,109,"DERBY","NY","ERIE"
"14048","DUNKIRK, NY",,"G",6716,"G",56023,"G",225682,346,"DUNKIRK","NY","CHAUTAUQUA"
"14051","EAST AMHERST, NY",,"G",2903,"G",19722,"G",90531,398,"EAST AMHERST","NY","ERIE"
"14052","EAST AURORA, NY",,"H",9529,"H",110997,"H",450353,474,"EAST AURORA","NY","ERIE"
"14054","EAST BETHANY, NY","B","S",0,"G",421,"G",2122,15,"EAST BETHANY","NY","GENESEE"
"14055","EAST CONCORD, NY","B","S",0,"G",410,"G",1605,15,"EAST CONCORD","NY","ERIE"
"14056","EAST PEMBROKE, NY",,"H",131,"H",1089,"H",4776,11,"EAST PEMBROKE","NY","GENESEE"
"14057","EDEN, NY",,"G",842,"G",5176,"G",22718,140,"EDEN","NY","ERIE"
"14058","ELBA, NY",,"G",197,"H",985,"G",4630,27,"ELBA","NY","GENESEE"
"14059","ELMA, NY",,"G",2641,"G",25978,"G",117240,238,"ELMA","NY","ERIE"
"14060","FARMERSVILLE STATION, NY","B","D",0,"D",0,"D",0,2,"FARMERSVILLE STATION","NY","CATTARAUGUS"
"14061","FARNHAM, NY","B","D",0,"D",0,"D",0,6,"FARNHAM","NY","ERIE"
"14062","FORESTVILLE, NY","C","D",0,"D",0,"D",0,32,"FORESTVILLE","NY","CHAUTAUQUA"
"14063","FREDONIA, NY",,"G",3936,"G",23767,"G",100087,275,"FREDONIA","NY","CHAUTAUQUA"
"14065","FREEDOM, NY",,"H",75,"H",571,"H",2821,19,"FREEDOM","NY","CATTARAUGUS"
"14066","GAINESVILLE, NY",,"G",143,"G",1130,"G",5218,17,"GAINESVILLE","NY","WYOMING"
"14067","GASPORT, NY",,"G",545,"G",3516,"G",16785,78,"GASPORT","NY","NIAGARA"
"14068","GETZVILLE, NY",,"G",10669,"G",129461,"G",476366,240,"GETZVILLE","NY","ERIE"
"14069","GLENWOOD, NY",,"H",252,"H",1308,"H",3153,18,"GLENWOOD","NY","ERIE"
"14070","GOWANDA, NY",,"G",1265,"G",7810,"G",32322,104,"GOWANDA","NY","CATTARAUGUS"
"14072","GRAND ISLAND, NY",,"H",4692,"H",66355,"H",265349,370,"GRAND ISLAND","NY","ERIE"
"14075","HAMBURG, NY",,"G",9859,"G",63872,"G",269337,875,"HAMBURG","NY","ERIE"
"14080","HOLLAND, NY",,"G",470,"G",3100,"G",14772,85,"HOLLAND","NY","ERIE"
"14081","IRVING, NY",,"H",1327,"H",9145,"H",39341,75,"IRVING","NY","CHAUTAUQUA"
"14082","JAVA CENTER, NY",,"G",133,"G",683,"G",3894,12,"JAVA CENTER","NY","WYOMING"
"14083","JAVA VILLAGE, NY",,"G",13,"G",158,"G",824,6,"JAVA VILLAGE","NY","WYOMING"
"14085","LAKE VIEW, NY",,"G",292,"G",1430,"G",6755,60,"LAKE VIEW","NY","ERIE"
"14086","LANCASTER, NY",,"H",9303,"H",86598,"H",377716,545,"LANCASTER","NY","ERIE"
"14091","LAWTONS, NY","A","S",0,"G",44,"G",229,7,"LAWTONS","NY","ERIE"
"14092","LEWISTON, NY",,"G",3066,"G",23397,"G",108300,244,"LEWISTON","NY","NIAGARA"
"14094","LOCKPORT, NY",,"G",13914,"G",105615,"G",450067,1076,"LOCKPORT","NY","NIAGARA"
"14095","LOCKPORT, NY",,"G",81,"G",710,"G",3005,13,"LOCKPORT","NY","NIAGARA"
"14098","LYNDONVILLE, NY",,"H",243,"G",2259,"G",9072,41,"LYNDONVILLE","NY","ORLEANS"
"14101","MACHIAS, NY","B","S",0,"H",488,"G",2525,21,"MACHIAS","NY","CATTARAUGUS"
"14102","MARILLA, NY","B","S",0,"H",250,"H",1145,19,"MARILLA","NY","ERIE"
"14103","MEDINA, NY",,"G",4045,"G",30999,"G",128188,219,"MEDINA","NY","ORLEANS"
"14105","MIDDLEPORT, NY",,"H",500,"H",3540,"H",14880,73,"MIDDLEPORT","NY","NIAGARA"
"14107","MODEL CITY, NY","E","D",0,"D",0,"D",0,7,"MODEL CITY","NY","NIAGARA"
"14108","NEWFANE, NY",,"G",972,"G",6501,"G",26986,94,"NEWFANE","NY","NIAGARA"
"14109","NIAGARA UNIVERSITY, NY","G","D",0,"D",0,"D",0,8,"NIAGARA UNIVERSITY","NY","NIAGARA"
"14110","NORTH BOSTON, NY",,"G",86,"G",722,"G",3415,9,"NORTH BOSTON","NY","ERIE"
"14111","NORTH COLLINS, NY",,"H",706,"H",6556,"H",30069,55,"NORTH COLLINS","NY","ERIE"
"14112","NORTH EVANS, NY","A","D",0,"D",0,"D",0,1,"NORTH EVANS","NY","ERIE"
"14113","NORTH JAVA, NY",,"G",171,"G",2115,"G",8363,13,"NORTH JAVA","NY","WYOMING"
"14120","NORTH TONAWANDA, NY",,"G",8585,"G",64231,"G",270151,815,"NORTH TONAWANDA","NY","NIAGARA"
"14125","OAKFIELD, NY",,"H",331,"G",2045,"G",10299,42,"OAKFIELD","NY","GENESEE"
"14126","OLCOTT, NY",,"G",30,"G",59,"G",517,13,"OLCOTT","NY","NIAGARA"
"14127","ORCHARD PARK, NY",,"G",15520,"H",183213,"H",761704,920,"ORCHARD PARK","NY","ERIE"
"14129","PERRYSBURG, NY",,"G",57,"G",378,"G",1544,6,"PERRYSBURG","NY","CATTARAUGUS"
"14130","PIKE, NY",,"G",81,"G",245,"G",1228,12,"PIKE","NY","WYOMING"
"14131","RANSOMVILLE, NY",,"G",409,"G",2408,"G",10820,62,"RANSOMVILLE","NY","NIAGARA"
"14132","SANBORN, NY",,"G",1857,"G",20097,"G",74526,139,"SANBORN","NY","NIAGARA"
"14133","SANDUSKY, NY","A","D",0,"D",0,"D",0,2,"SANDUSKY","NY","CATTARAUGUS"
"14134","SARDINIA, NY","C","D",0,"D",0,"D",0,16,"SARDINIA","NY","ERIE"
"14135","SHERIDAN, NY",,"G",38,"G",229,"G",1056,7,"SHERIDAN","NY","CHAUTAUQUA"
"14136","SILVER CREEK, NY",,"G",976,"G",7431,"G",28225,89,"SILVER CREEK","NY","CHAUTAUQUA"
"14138","SOUTH DAYTON, NY",,"G",205,"G",1294,"G",5510,29,"SOUTH DAYTON","NY","CATTARAUGUS"
"14139","SOUTH WALES, NY",,"G",198,"G",1678,"G",7414,32,"SOUTH WALES","NY","ERIE"
"14140","SPRING BROOK, NY","B","D",0,"D",0,"D",0,2,"SPRING BROOK","NY","ERIE"
"14141","SPRINGVILLE, NY",,"G",3107,"G",20204,"G",85399,244,"SPRINGVILLE","NY","ERIE"
"14143","STAFFORD, NY",,"H",182,"H",829,"H",5068,25,"STAFFORD","NY","GENESEE"
"14144","STELLA NIAGARA, NY",,"G",114,"G",634,"G",2392,5,"STELLA NIAGARA","NY","NIAGARA"
"14145","STRYKERSVILLE, NY","C","S",0,"H",1951,"H",8062,32,"STRYKERSVILLE","NY","WYOMING"
"14150","TONAWANDA, NY",,"G",21988,"G",238651,"G",944255,1090,"TONAWANDA","NY","ERIE"
"14151","TONAWANDA, NY",,"H",226,"G",2837,"G",12399,7,"TONAWANDA","NY","ERIE"
"14166","VAN BUREN POINT, NY","A","D",0,"D",0,"D",0,1,"VAN BUREN POINT","NY","CHAUTAUQUA"
"14167","VARYSBURG, NY",,"G",142,"G",726,"G",3459,25,"VARYSBURG","NY","WYOMING"
"14168","VERSAILLES, NY","B","D",0,"D",0,"D",0,1,"VERSAILLES","NY","CATTARAUGUS"
"14169","WALES CENTER, NY",,"H",103,"H",1017,"H",4706,7,"WALES CENTER","NY","ERIE"
"14170","WEST FALLS, NY",,"G",242,"G",2020,"G",9207,40,"WEST FALLS","NY","ERIE"
"14171","WEST VALLEY, NY","E","D",0,"D",0,"D",0,22,"WEST VALLEY","NY","CATTARAUGUS"
"14172","WILSON, NY",,"G",276,"H",1854,"H",9143,61,"WILSON","NY","NIAGARA"
"14173","YORKSHIRE, NY",,"G",274,"G",1615,"G",5776,29,"YORKSHIRE","NY","CATTARAUGUS"
"14174","YOUNGSTOWN, NY",,"H",391,"G",2182,"G",10205,87,"YOUNGSTOWN","NY","NIAGARA"
"14201","BUFFALO, NY",,"G",3223,"G",20582,"G",90602,204,"BUFFALO","NY","ERIE"
"14202","BUFFALO, NY",,"G",19745,"G",265215,"G",977977,808,"BUFFALO","NY","ERIE"
"14203","BUFFALO, NY",,"G",17172,"H",307460,"H",1052684,531,"BUFFALO","NY","ERIE"
"14204","BUFFALO, NY",,"G",2387,"G",21092,"G",80897,167,"BUFFALO","NY","ERIE"
"14205","BUFFALO, NY","B","D",0,"D",0,"D",0,5,"BUFFALO","NY","ERIE"
"14206","BUFFALO, NY",,"G",7431,"G",63889,"G",268787,442,"BUFFALO","NY","ERIE"
"14207","BUFFALO, NY",,"G",9558,"G",110803,"G",412227,495,"BUFFALO","NY","ERIE"
"14208","BUFFALO, NY",,"G",2576,"G",15874,"G",62844,109,"BUFFALO","NY","ERIE"
"14209","BUFFALO, NY",,"H",8942,"H",114220,"H",423620,291,"BUFFALO","NY","ERIE"
"14210","BUFFALO, NY",,"G",13307,"G",197436,"G",719040,336,"BUFFALO","NY","ERIE"
"14211","BUFFALO, NY",,"G",2935,"G",21746,"G",90627,235,"BUFFALO","NY","ERIE"
"14212","BUFFALO, NY",,"G",1162,"G",8579,"G",34875,162,"BUFFALO","NY","ERIE"
"14213","BUFFALO, NY",,"G",3376,"H",28645,"H",124970,281,"BUFFALO","NY","ERIE"
"14214","BUFFALO, NY",,"G",10270,"G",99655,"G",404975,345,"BUFFALO","NY","ERIE"
"14215","BUFFALO, NY",,"G",9513,"G",125043,"G",505563,423,"BUFFALO","NY","ERIE"
"14216","BUFFALO, NY",,"G",4798,"G",27022,"G",113401,445,"BUFFALO","NY","ERIE"
"14217","BUFFALO, NY",,"G",7961,"H",61140,"G",255741,554,"BUFFALO","NY","ERIE"
"14218","BUFFALO, NY",,"G",4207,"G",33609,"G",141376,302,"BUFFALO","NY","ERIE"
"14219","BUFFALO, NY",,"G",8141,"G",66118,"G",249680,410,"BUFFALO","NY","ERIE"
"14220","BUFFALO, NY","I","D",0,"D",0,"D",0,325,"BUFFALO","NY","ERIE"
"14221","BUFFALO, NY",,"G",43193,"G",465011,"G",1822822,2463,"BUFFALO","NY","ERIE"
"14222","BUFFALO, NY",,"G",4042,"G",29147,"G",118321,338,"BUFFALO","NY","ERIE"
"14223","BUFFALO, NY",,"G",3867,"G",26813,"G",117798,332,"BUFFALO","NY","ERIE"
"14224","BUFFALO, NY",,"G",14302,"G",121600,"G",523510,996,"BUFFALO","NY","ERIE"
"14225","BUFFALO, NY",,"G",27673,"G",205607,"G",847954,1219,"BUFFALO","NY","ERIE"
"14226","BUFFALO, NY",,"G",16565,"G",129832,"G",518711,1097,"BUFFALO","NY","ERIE"
"14227","BUFFALO, NY",,"G",8867,"G",95723,"G",366485,447,"BUFFALO","NY","ERIE"
"14228","BUFFALO, NY",,"G",17826,"G",176184,"G",724286,713,"BUFFALO","NY","ERIE"
"14231","BUFFALO, NY","E","D",0,"D",0,"D",0,9,"BUFFALO","NY","ERIE"
